group,GX,GY,GZ,AX,AY,AZ
screwdriver,-1.1,-9.52,14.53,0.55,-0.6,0.48
screwdriver,18.37,-129.94,13.12,0.46,-0.82,0.42
handdriver,17.82,-286.32,0.37,-0.3,-0.01,0.77
handdriver,-35.1,192.14,18.37,-0.4,-0.15,0.79
screwdriver,-42.72,61.22,14.53,1.0,-0.94,0.4
screwdriver,-1.04,0.49,8.0,0.42,-0.76,0.54
handdriver,-26.98,252.93,10.93,-1.18,-0.13,0.42
handdriver,17.52,-60.61,13.73,-0.31,-0.14,0.88
screwdriver,4.88,-12.76,-19.65,0.27,-0.89,0.74
screwdriver,49.44,-260.86,16.11,0.48,-0.47,0.58
handdriver,14.65,-107.42,1.22,-0.63,-0.06,0.69
handdriver,-6.29,120.73,3.78,-0.47,-0.11,0.73
handdriver,-1.83,4.21,8.24,-0.71,-0.13,0.73
screwdriver,17.82,2.14,21.67,0.62,-0.55,0.43
screwdriver,75.5,-351.68,-12.27,0.97,-0.66,-0.16
screwdriver,-6.9,304.81,-6.53,-0.06,-1.05,1.09
handdriver,-12.63,-23.56,20.26,-0.79,-0.1,0.61
screwdriver,19.29,-52.61,23.25,0.64,-0.72,0.23
screwdriver,-52.86,201.23,-38.02,0.82,-0.73,0.46
handdriver,13.79,-37.6,14.22,-0.77,-0.23,0.92
handdriver,4.94,196.04,13.92,-1.44,-0.24,0.25
screwdriver,52.55,-104.37,-17.64,0.88,-0.75,0.77
handdriver,-35.34,175.42,-7.26,-0.34,-0.07,0.76
screwdriver,37.84,-116.52,26.31,0.38,-0.52,0.73
screwdriver,30.21,-124.88,-6.35,0.74,-0.85,0.14
screwdriver,13.55,-54.87,10.68,0.08,-0.79,0.55
screwdriver,-42.85,209.9,-53.47,0.72,-0.64,0.0
handdriver,-23.38,273.13,18.01,-0.27,-0.14,0.85
screwdriver,-21.42,114.5,-18.86,0.45,-0.61,0.46
handdriver,0.92,-61.04,10.31,-0.81,-0.06,0.67
handdriver,3.36,-12.27,10.31,-0.63,-0.13,0.85
screwdriver,-12.21,-153.08,42.72,-0.35,-1.13,0.29
handdriver,9.64,-37.9,0.85,-0.51,-0.01,0.8
handdriver,-11.6,170.17,2.69,-0.26,-0.05,0.81
screwdriver,41.99,-411.07,4.21,0.19,-0.63,0.63
screwdriver,29.91,-52.8,-29.54,0.65,-0.81,0.87
screwdriver,14.22,-85.63,51.88,0.19,-0.74,0.21
handdriver,-8.73,62.99,11.17,-0.71,-0.12,0.81
screwdriver,-189.94,558.84,-28.2,0.98,-1.07,0.1
screwdriver,-1.4,146.61,-29.05,0.57,-0.76,0.57
screwdriver,-48.95,82.7,-40.04,0.2,-0.66,0.41
handdriver,-23.99,206.97,8.18,-0.46,-0.08,0.72
handdriver,-17.7,54.26,1.16,-0.34,-0.13,0.83
handdriver,27.1,-55.36,3.85,-1.12,-0.06,0.61
screwdriver,11.54,-45.23,43.64,-0.25,-0.89,0.66
screwdriver,5.43,-225.4,54.26,-0.05,-1.04,0.42
screwdriver,19.29,-313.23,36.19,-0.25,-0.96,0.22
handdriver,17.7,-349.91,6.23,-0.87,-0.05,0.22
screwdriver,-34.24,489.87,9.52,0.51,-0.68,0.26
handdriver,4.94,-1.71,3.66,-0.54,-0.1,0.93
screwdriver,-57.68,155.7,5.49,0.6,-0.98,0.52
screwdriver,-38.21,103.76,-29.6,0.73,-0.93,0.72
handdriver,-7.14,48.83,8.24,-0.21,-0.21,1.03
handdriver,-9.52,46.94,0.43,-0.59,-0.01,0.86
handdriver,28.5,-283.57,0.12,-1.0,-0.08,0.41
screwdriver,7.14,-403.02,29.79,-0.3,-1.07,0.05
handdriver,2.75,-2.93,9.7,-0.63,-0.08,0.82
handdriver,4.94,-189.64,-2.38,-0.11,0.01,0.8
handdriver,17.76,-113.16,-2.99,-0.71,-0.07,0.58
screwdriver,29.42,-205.44,9.89,0.57,-0.81,0.33
handdriver,1.71,19.29,7.69,-0.63,-0.09,0.77
handdriver,31.25,57.13,14.59,-1.77,-0.17,-0.13
handdriver,14.89,-193.54,1.46,-1.07,-0.04,0.36
screwdriver,59.02,-48.34,-4.76,0.74,-0.73,0.75
handdriver,-1.22,2.26,1.65,-0.43,-0.1,0.93
handdriver,7.69,-20.87,8.73,-0.38,-0.19,1.07
screwdriver,21.55,-125.79,2.75,1.01,-0.53,0.41
screwdriver,61.52,42.97,49.07,-0.04,-0.69,0.54
screwdriver,-93.93,541.26,-50.78,0.11,-0.7,0.6
handdriver,-25.02,89.05,8.79,-0.29,-0.31,0.91
handdriver,18.07,-414.06,7.69,-0.85,-0.1,0.46
handdriver,-31.74,216.61,6.04,-0.11,-0.18,0.68
screwdriver,28.2,-405.15,-9.7,0.47,-0.47,0.54
screwdriver,39.61,-281.68,-3.48,0.49,-1.0,0.24
screwdriver,-11.11,14.59,-16.54,0.46,-0.61,0.49
handdriver,-20.02,111.82,-1.59,-0.13,-0.1,0.94
screwdriver,1.71,-58.04,-0.73,0.84,-0.69,0.37
handdriver,-38.88,-9.4,37.35,0.27,-0.21,1.01
handdriver,-18.98,69.76,-0.67,-1.05,-0.12,0.52
screwdriver,26.61,-18.74,-12.76,0.54,-0.84,0.36
screwdriver,41.2,-405.33,6.77,0.16,-0.6,0.68
handdriver,37.6,-403.02,-13.43,-0.14,0.07,0.86
handdriver,2.62,-10.44,19.53,-0.64,-0.1,0.89
handdriver,12.88,-14.53,2.87,-0.42,-0.02,0.7
handdriver,3.3,6.23,11.9,-0.68,-0.15,0.83
screwdriver,10.74,12.51,16.3,0.68,-0.85,0.73
handdriver,-29.91,110.47,-2.69,-0.74,-0.16,0.73
handdriver,11.6,-131.96,10.99,-0.55,0.01,0.83
screwdriver,-10.62,-55.79,25.51,0.52,-0.5,0.51
screwdriver,-19.53,234.86,-18.92,1.06,-0.57,1.16
handdriver,-7.26,-18.13,-6.84,-0.46,-0.12,0.81
screwdriver,2.32,-132.93,11.9,-0.38,-0.69,0.85
handdriver,-5.0,-22.03,3.36,-0.59,-0.05,0.9
handdriver,5.07,-135.5,8.97,-0.73,0.01,0.8
handdriver,-3.42,-10.13,3.78,-0.89,-0.17,0.74
handdriver,2.99,-28.5,3.42,-0.43,-0.15,0.93
screwdriver,-59.94,274.9,-95.58,2.08,-0.93,1.23
screwdriver,-14.59,117.74,-27.47,0.74,-0.77,0.5
handdriver,0.55,-36.87,2.75,-0.06,0.14,0.99
handdriver,22.16,-55.11,14.4,-0.14,-0.21,0.89
screwdriver,7.51,-45.96,8.42,0.64,-0.74,0.45
screwdriver,19.35,-3.66,-28.63,0.73,-0.56,0.37
screwdriver,-57.01,220.46,-25.27,0.68,-0.86,0.54
handdriver,-27.28,186.04,-1.4,-0.63,-0.04,0.68
screwdriver,17.03,82.21,12.94,-0.12,-1.11,0.04
handdriver,-49.56,480.77,22.46,-0.84,-0.2,0.26
screwdriver,2.38,-198.61,-1.34,0.3,-0.79,0.3
screwdriver,3.05,-76.42,21.3,0.37,-0.43,0.54
screwdriver,-34.73,33.2,27.22,-0.35,-0.87,0.48
handdriver,18.98,-120.36,4.76,-0.59,0.02,0.94
handdriver,-18.68,7.45,1.04,-0.72,-0.03,0.65
screwdriver,-15.32,117.8,22.34,0.27,-0.91,0.22
screwdriver,-16.66,345.95,3.97,0.69,-0.57,0.59
screwdriver,28.2,-8.73,12.7,0.36,-0.55,0.5
screwdriver,45.53,-71.35,29.54,0.41,-0.7,0.94
screwdriver,16.42,32.9,8.73,0.12,-0.42,0.77
handdriver,-26.92,217.53,23.99,-0.5,-0.14,0.77
screwdriver,55.24,-297.3,-3.85,0.61,-0.78,-0.01
handdriver,-19.96,82.7,1.53,-0.31,-0.06,0.78
handdriver,18.37,-14.65,21.12,-0.62,-0.06,0.82
handdriver,5.98,-20.69,2.99,-0.54,-0.14,0.93
screwdriver,27.59,162.05,-61.77,-0.23,-0.82,0.91
handdriver,-21.3,25.7,-0.31,-0.94,-0.19,0.64
screwdriver,27.59,-172.67,-4.27,0.75,-0.82,0.3
handdriver,-27.89,75.87,-6.96,-1.02,-0.06,0.82
handdriver,-55.66,251.46,0.85,-0.81,-0.21,0.68
screwdriver,-27.71,77.76,-28.5,0.34,-0.7,0.19
screwdriver,15.44,-81.48,22.58,-0.4,-1.04,0.65
handdriver,4.03,4.64,3.54,-0.38,-0.06,0.89
screwdriver,-30.21,498.11,-8.91,0.38,-0.67,0.97
handdriver,-19.47,54.38,0.55,-0.32,-0.26,0.95
handdriver,-34.85,101.2,-1.53,-1.03,-0.11,0.41
screwdriver,-30.64,82.4,-25.63,0.29,-0.58,0.57
screwdriver,1.77,-43.03,22.22,0.43,-0.98,0.58
screwdriver,-20.51,126.46,16.91,-0.04,-0.87,0.32
handdriver,-17.88,18.19,3.36,-0.69,-0.15,0.74
handdriver,-11.9,1.95,-4.33,-0.63,-0.16,0.88
screwdriver,25.33,-94.42,13.73,0.84,-0.65,0.49
handdriver,-26.92,349.67,13.98,-1.53,-0.32,0.26
handdriver,11.84,8.91,5.49,-1.1,-0.11,0.06
screwdriver,-4.03,71.78,-12.27,-0.43,-0.85,0.54
screwdriver,-43.03,148.44,21.61,-0.45,-0.92,-0.1
handdriver,19.9,-137.57,30.82,-1.15,0.04,0.4
handdriver,-10.8,-4.88,1.16,-0.49,-0.19,0.91
handdriver,36.32,-239.62,-7.81,-0.43,-0.05,0.94
handdriver,-0.92,-223.02,1.16,-0.57,-0.13,0.93
handdriver,-13.37,36.07,8.48,-1.32,-0.11,0.32
handdriver,10.38,-219.6,3.66,-0.31,-0.04,0.8
handdriver,37.9,-207.82,10.01,-0.96,-0.07,0.61
handdriver,-5.31,-14.16,8.91,-0.65,-0.02,0.89
handdriver,11.17,-376.59,4.76,-0.91,-0.05,0.04
screwdriver,-33.02,112.43,-8.85,0.62,-0.83,0.53
handdriver,-15.5,380.37,-2.01,-0.45,-0.23,0.57
handdriver,9.28,78.06,-1.04,-0.43,-0.09,0.91
screwdriver,-54.26,429.2,5.8,-0.04,-0.81,0.78
screwdriver,26.55,-150.27,26.12,0.53,-0.54,0.73
screwdriver,5.92,-222.84,39.06,-0.34,-0.89,0.26
handdriver,14.89,-24.84,6.47,-0.81,-0.12,0.67
handdriver,3.91,-81.18,-2.93,-1.38,-0.21,0.46
screwdriver,-16.3,-95.4,36.87,0.53,-0.99,0.52
screwdriver,-9.28,-0.12,20.87,0.54,-0.5,0.65
screwdriver,-4.15,593.14,-5.43,-0.57,-0.98,0.49
handdriver,12.02,-279.6,5.92,-0.92,-0.11,0.59
handdriver,-2.2,-13.61,-5.74,-0.52,-0.16,0.8
handdriver,-3.85,126.34,8.24,-0.51,-0.19,0.88
screwdriver,-20.75,3.36,13.79,-0.11,-0.82,0.76
handdriver,17.7,-102.54,26.55,-0.51,-0.24,1.28
screwdriver,25.82,-40.59,-29.24,0.64,-0.55,0.65
handdriver,7.2,-21.18,-1.71,-0.5,-0.04,0.93
screwdriver,1.22,-54.63,48.89,-0.25,-0.93,0.43
screwdriver,39.18,-87.22,-19.96,0.57,-0.79,0.83
handdriver,-23.13,34.24,-8.18,-0.28,-0.1,0.73
screwdriver,-124.15,450.38,-39.37,0.97,-0.78,0.33
handdriver,12.08,-17.09,5.92,-0.61,-0.0,0.82
handdriver,25.88,-284.61,-2.26,-1.14,0.01,0.33
handdriver,8.3,-0.43,10.5,-0.56,-0.01,0.97
screwdriver,18.37,-31.01,-27.28,0.54,-0.91,0.6
screwdriver,-5.0,293.09,-46.69,-0.45,-0.93,0.98
screwdriver,-3.6,0.85,5.0,0.32,-0.77,0.65
handdriver,-4.09,21.97,0.37,-0.51,-0.09,0.89
handdriver,-19.84,-7.39,-8.73,-0.43,-0.11,0.76
screwdriver,-2.69,-47.12,26.43,0.65,-0.38,0.59
screwdriver,18.68,-63.48,3.05,0.41,-0.8,0.44
screwdriver,6.23,-35.52,8.12,0.27,-0.83,0.5
handdriver,-3.97,47.24,1.65,-1.57,-0.19,0.29
handdriver,18.68,-83.07,0.12,-0.93,-0.11,0.62
handdriver,-29.05,46.81,-16.54,-0.5,-0.08,0.88
handdriver,9.28,-8.79,6.41,-0.67,-0.14,1.06
handdriver,-1.1,-81.18,-4.15,-0.49,-0.16,0.92
handdriver,-15.01,473.02,10.01,-0.56,-0.11,0.44
handdriver,9.89,-14.65,18.01,-0.6,-0.09,0.97
handdriver,35.83,-54.26,16.42,-0.43,-0.03,1.04
screwdriver,4.46,232.91,-56.4,-0.33,-0.77,1.04
handdriver,47.49,-428.41,-5.31,-0.35,-0.11,0.72
handdriver,-3.3,-26.31,-1.1,-0.67,-0.01,0.84
handdriver,16.11,-83.8,12.02,-0.73,-0.11,0.84
handdriver,-49.5,194.58,0.55,-1.0,-0.07,0.59
screwdriver,23.62,-235.66,-6.53,0.27,-0.88,0.37
handdriver,5.49,-120.12,0.18,-0.64,-0.16,0.94
handdriver,5.86,-48.1,8.85,-0.61,-0.12,0.78
handdriver,4.7,-61.58,2.2,-1.29,-0.18,0.43
handdriver,20.75,-99.06,25.02,-0.49,-0.02,0.92
screwdriver,-27.34,68.42,-10.13,0.3,-0.63,0.65
screwdriver,-6.35,-42.36,-6.59,0.77,-0.52,0.27
screwdriver,-99.79,461.24,-62.13,1.37,-0.62,0.49
screwdriver,-33.75,-204.28,69.46,-0.6,-0.95,0.45
screwdriver,-4.15,-1.53,4.03,0.34,-0.76,0.59
handdriver,11.41,-226.56,11.66,-0.71,-0.03,0.75
handdriver,0.31,-44.8,-1.22,-0.63,-0.07,0.75
handdriver,-0.85,-3.72,11.47,-0.8,-0.12,0.64
handdriver,-13.67,8.3,3.48,-0.62,-0.27,0.78
screwdriver,76.29,-53.04,18.07,0.49,-0.73,0.22
screwdriver,73.3,-314.88,9.09,0.4,-1.1,0.06
screwdriver,27.47,12.88,-6.53,0.25,-0.49,0.96
screwdriver,38.39,-96.86,3.91,0.79,-0.62,0.62
handdriver,9.83,-21.91,30.09,-0.81,-0.24,0.81
handdriver,31.31,-286.56,19.53,-1.21,-0.05,0.31
handdriver,29.85,-65.67,7.69,-0.43,-0.06,0.88
screwdriver,-50.17,45.04,-3.78,0.48,-0.64,0.27
screwdriver,-0.31,-49.5,-8.06,-0.33,-0.62,0.71
handdriver,-5.43,-19.17,-0.67,-0.75,-0.22,0.73
screwdriver,-30.09,311.71,-65.98,1.29,-0.96,0.88
screwdriver,37.41,-184.02,22.09,0.39,-0.48,0.65
handdriver,-10.44,51.27,3.54,-0.78,-0.21,0.71
screwdriver,-0.24,-14.28,-8.42,-0.17,-1.02,0.34
screwdriver,-3.05,43.27,19.59,0.5,-0.89,0.6
screwdriver,-8.18,78.92,15.87,0.25,-0.72,0.15
screwdriver,-12.39,56.09,-14.65,0.12,-0.72,0.17
handdriver,13.31,-122.13,-0.06,-0.35,-0.17,0.99
screwdriver,3.42,94.36,-15.2,0.0,-0.65,0.38
screwdriver,-1.16,139.1,-27.89,-0.45,-0.92,0.92
handdriver,-12.02,121.34,-0.37,-0.5,-0.31,0.97
screwdriver,-15.93,-117.0,18.62,0.34,-0.9,0.2
handdriver,-10.19,7.39,5.49,-0.68,-0.08,0.75
handdriver,5.92,-6.16,5.43,-0.69,-0.17,0.76
handdriver,-6.23,-29.66,8.18,-1.64,-0.11,0.44
handdriver,15.01,-23.62,19.59,-0.54,-0.11,0.88
handdriver,-0.12,-180.42,13.92,-0.35,0.02,0.83
handdriver,16.91,-59.14,5.43,-0.33,-0.1,0.95
screwdriver,5.31,75.32,-9.22,0.23,-0.83,0.62
handdriver,4.33,-3.6,15.26,-0.8,-0.06,0.74
handdriver,-24.05,446.29,26.37,-0.34,-0.21,0.63
handdriver,-7.32,-18.55,1.4,-0.72,-0.09,0.7
screwdriver,14.28,5.0,10.68,0.42,-0.77,0.59
handdriver,30.58,-124.76,18.55,-1.02,-0.04,0.67
handdriver,-23.32,52.43,-5.86,-0.59,-0.4,0.84
screwdriver,-63.96,106.87,1.53,0.57,-1.06,0.69
handdriver,-1.77,264.77,9.09,-1.36,-0.14,0.08
screwdriver,-8.42,-141.36,-5.55,-0.25,-0.94,0.63
handdriver,-32.04,120.06,-0.92,-0.72,-0.12,0.79
screwdriver,-95.58,318.3,-32.04,0.11,-0.9,0.45
screwdriver,5.43,246.15,-13.43,-0.7,-0.8,0.55
handdriver,-22.64,93.87,-6.96,-0.38,-0.01,0.89
screwdriver,37.84,-359.68,36.07,0.45,-0.97,0.09
handdriver,-19.9,22.95,21.06,-0.79,-0.19,0.58
handdriver,-23.8,150.15,3.42,-0.98,-0.23,0.57
screwdriver,-14.83,-73.24,7.08,-0.24,-0.75,0.87
handdriver,-49.8,341.37,1.22,-0.72,-0.14,0.62
screwdriver,-10.68,-19.71,16.6,0.48,-0.47,0.51
handdriver,20.94,-131.59,7.63,-1.17,-0.08,0.52
screwdriver,-33.69,140.01,1.83,0.14,-0.96,0.44
handdriver,-32.23,146.24,-2.69,-0.63,-0.11,0.71
screwdriver,-7.93,-143.55,19.78,-0.06,-0.85,0.29
screwdriver,-19.41,50.84,43.33,0.37,-0.34,0.52
screwdriver,28.2,-312.74,8.3,-0.06,-0.96,0.76
handdriver,-11.66,175.48,13.55,-0.91,-0.07,0.7
handdriver,-29.48,178.22,22.83,0.07,-0.04,0.81
screwdriver,17.21,-229.55,46.08,1.07,-0.47,0.23
handdriver,-14.71,5.31,-4.39,-0.46,-0.15,0.83
screwdriver,-3.6,12.02,25.57,-0.12,-0.74,0.6
screwdriver,-20.57,63.78,18.31,0.7,-0.62,0.44
screwdriver,-0.37,25.33,16.11,0.01,-0.91,0.54
screwdriver,-6.96,-8.79,9.58,0.66,-0.52,0.52
handdriver,1.46,-65.73,6.16,0.17,-0.15,1.12
handdriver,-5.31,-0.92,2.75,-0.71,-0.13,0.83
handdriver,-11.23,58.72,0.06,-0.47,-0.02,0.64
handdriver,-44.31,19.29,1.22,-0.28,-0.19,0.7
handdriver,19.17,-292.54,-5.86,-0.54,-0.03,0.86
screwdriver,42.72,-142.33,61.16,-0.36,-0.98,0.48
handdriver,-11.78,338.87,21.42,-0.55,-0.19,0.58
screwdriver,-41.32,216.55,-12.88,0.55,-0.74,0.57
screwdriver,91.92,-253.17,-10.31,0.79,-0.59,0.34
handdriver,-5.13,65.19,7.57,-0.56,-0.09,1.0
screwdriver,47.36,-277.1,20.51,0.43,-0.5,0.61
screwdriver,21.97,-225.52,25.21,0.54,-0.6,0.54
screwdriver,-8.67,-1.59,-24.78,0.67,-0.84,0.43
screwdriver,-70.56,314.27,26.12,0.22,-1.0,0.28
handdriver,1.65,-44.62,1.53,-0.66,-0.13,0.76
screwdriver,-78.06,665.47,77.03,0.79,-0.81,0.54
screwdriver,-37.48,165.71,-23.01,0.44,-0.24,0.72
handdriver,31.31,-161.25,7.57,-0.58,-0.32,0.96
handdriver,-3.85,230.53,11.11,-1.42,-0.19,0.11
handdriver,20.75,-371.46,3.36,-1.22,-0.05,-0.01
handdriver,13.92,41.99,16.54,-0.78,-0.07,0.56
screwdriver,10.8,-155.33,8.12,0.36,-0.88,0.1
handdriver,-30.03,169.74,-1.22,-0.51,-0.11,0.83
handdriver,-15.38,74.65,8.42,-0.33,-0.3,1.01
screwdriver,-34.24,9.16,16.11,0.85,-0.79,0.13
handdriver,8.24,-22.46,5.07,-0.94,-0.15,0.71
screwdriver,4.03,-52.55,27.34,0.42,-0.68,0.43
handdriver,47.0,-85.08,10.25,-0.87,-0.37,1.07
handdriver,-18.25,112.18,17.09,-0.18,-0.17,0.8
screwdriver,45.41,-112.79,53.22,1.0,-0.78,0.28
screwdriver,7.51,-181.76,16.85,0.0,-0.8,0.68
handdriver,-14.28,15.81,-6.96,-0.28,-0.2,0.87
screwdriver,30.33,-232.73,34.12,0.58,-1.01,-0.02
screwdriver,12.88,23.32,10.38,0.17,-0.59,0.42
handdriver,2.01,-12.51,-2.99,-0.46,-0.17,0.92
handdriver,-13.0,17.94,1.95,-0.29,-0.21,1.0
handdriver,-6.35,-22.95,-5.92,-0.67,-0.33,0.99
handdriver,-49.99,448.36,8.18,-0.74,-0.25,0.31
screwdriver,-11.23,-17.7,21.24,0.44,-0.45,0.56
handdriver,-5.13,-33.14,-6.1,-0.19,-0.13,0.96
screwdriver,-16.78,-345.21,10.19,0.34,-0.97,0.13
screwdriver,-8.61,1.46,-22.89,0.27,-0.72,0.67
screwdriver,-29.79,153.99,21.48,0.12,-0.57,0.37
screwdriver,31.25,-187.44,15.63,0.54,-0.64,0.32
handdriver,-26.55,161.38,-7.57,-0.48,-0.07,0.81
screwdriver,22.77,-216.67,21.06,0.58,-0.48,0.42
handdriver,-27.89,115.84,4.94,-0.55,-0.11,0.79
screwdriver,-19.71,6.04,-8.85,0.25,-0.8,0.47
screwdriver,0.49,-41.69,-17.82,0.64,-0.6,0.34
screwdriver,79.53,-272.71,-0.79,0.11,-0.86,-0.11
screwdriver,19.17,-21.12,-2.26,0.28,-0.82,0.5
handdriver,-17.64,63.54,0.55,-0.34,-0.21,0.81
screwdriver,-42.36,241.27,-54.57,0.37,-0.82,0.55
handdriver,-9.52,-52.67,6.29,-0.92,-0.1,0.59
handdriver,-37.96,350.95,25.21,-0.72,-0.06,0.64
screwdriver,-128.91,387.63,-59.75,0.84,-0.78,0.46
handdriver,1.28,-2.5,0.67,-0.4,0.06,0.84
handdriver,-6.16,-2.14,-0.85,-0.71,-0.18,0.6
screwdriver,11.05,6.41,21.79,0.34,-0.78,0.23
screwdriver,-14.04,16.42,36.38,-0.02,-0.91,0.53
handdriver,-11.72,153.93,4.21,-1.24,-0.06,0.09
screwdriver,-5.86,-80.32,-10.13,1.15,-0.87,0.82
handdriver,-6.96,67.5,9.46,-1.06,-0.15,0.67
screwdriver,33.51,-77.27,7.93,0.91,-0.67,0.38
screwdriver,-86.85,380.92,-27.22,-0.19,-1.06,0.03
handdriver,19.9,-202.76,10.62,-0.41,0.02,0.73
screwdriver,-11.17,105.16,16.36,0.39,-0.86,0.1
handdriver,-13.18,87.77,7.14,-0.85,-0.35,0.73
handdriver,10.68,-26.31,11.9,-0.66,-0.1,0.96
handdriver,2.56,118.53,12.08,-1.64,-0.19,0.35
screwdriver,14.22,-106.87,-18.31,0.75,-0.83,0.06
screwdriver,98.69,-145.75,2.56,0.56,-0.63,0.34
handdriver,-26.31,179.57,-2.81,-0.69,-0.09,0.68
screwdriver,-10.62,20.69,-7.69,0.42,-0.67,0.2
handdriver,5.92,-108.7,-7.39,-0.45,-0.09,0.91
screwdriver,8.12,3.48,-16.3,0.52,-0.75,0.7
screwdriver,116.15,-332.34,-1.04,0.74,-0.76,0.25
handdriver,4.94,-19.71,9.64,-0.53,-0.15,0.89
handdriver,-7.93,18.68,13.85,-0.91,-0.1,0.59
screwdriver,16.48,-104.86,21.36,0.46,-0.84,0.1
screwdriver,113.22,-254.15,11.54,0.69,-0.75,0.1
handdriver,27.59,-251.22,-4.94,-1.17,0.02,0.26
screwdriver,-49.5,80.38,-5.31,0.69,-0.78,0.74
handdriver,17.27,-13.61,12.39,-0.73,-0.01,0.83
screwdriver,-37.17,-167.24,-108.64,1.23,-0.82,0.75
screwdriver,-13.18,-42.6,24.54,0.51,-0.41,0.49
handdriver,14.65,-220.21,9.77,-0.33,-0.0,0.86
screwdriver,-4.82,-33.57,60.3,-0.05,-0.98,0.48
screwdriver,31.25,-124.57,21.91,0.18,-0.78,0.78
handdriver,-34.67,90.21,-1.04,-0.33,-0.23,0.97
screwdriver,60.18,-122.25,11.23,0.64,-0.87,0.42
handdriver,28.38,-131.47,19.35,-0.11,0.06,1.17
screwdriver,-90.45,374.08,-9.4,-0.28,-1.36,-0.15
handdriver,27.83,-0.73,-8.36,-0.67,-0.13,0.8
handdriver,14.77,-34.24,4.33,-0.27,-0.13,0.88
handdriver,-3.17,-311.04,4.03,-0.46,-0.03,0.85
handdriver,1.16,-17.82,6.35,-0.44,-0.11,0.99
handdriver,-22.03,74.34,6.9,-0.62,-0.13,0.73
screwdriver,-15.63,-93.63,25.63,0.33,-0.7,0.84
screwdriver,20.81,-77.03,-20.39,0.69,-0.72,0.32
screwdriver,9.03,-9.34,5.19,0.13,-0.88,0.51
screwdriver,17.33,50.78,-18.8,0.53,-0.93,0.74
screwdriver,-127.5,312.26,14.53,0.66,-0.64,-0.02
screwdriver,-9.7,-35.95,10.31,-0.04,-0.64,0.69
handdriver,-39.67,103.7,-10.93,-0.6,-0.21,0.82
handdriver,14.77,-5.55,4.21,-0.77,-0.2,0.81
screwdriver,58.29,-129.21,-25.94,0.78,-0.82,-0.16
screwdriver,-5.68,-21.73,26.37,0.7,-0.49,0.53
handdriver,-38.02,81.67,11.72,-0.34,-0.07,0.81
screwdriver,51.39,-101.44,-28.87,0.55,-0.85,-0.06
screwdriver,16.24,11.96,-0.37,0.29,-0.83,1.19
screwdriver,32.41,-289.79,9.34,0.08,-0.86,0.42
handdriver,-11.05,-37.66,-4.46,-0.31,-0.12,0.88
screwdriver,21.91,-13.0,8.91,0.24,-0.52,0.51
screwdriver,-47.18,168.46,27.22,0.15,-0.57,0.18
screwdriver,-13.67,-98.27,0.92,0.6,-0.94,0.21
screwdriver,-6.53,7.51,-21.06,0.97,-0.72,0.47
handdriver,-7.2,-3.91,-4.88,-0.21,-0.16,0.95
handdriver,10.93,-322.45,0.43,-0.75,-0.07,0.53
handdriver,-0.98,-40.04,-6.65,-0.2,-0.21,1.08
handdriver,5.62,-55.24,6.65,-0.25,-0.1,0.93
handdriver,13.49,-72.08,9.52,-0.55,-0.1,1.06
handdriver,-21.48,88.56,6.41,-1.14,-0.41,0.47
screwdriver,-3.78,-10.38,9.09,0.14,-0.49,0.88
handdriver,-1.1,-52.31,12.15,-0.91,-0.08,0.69
screwdriver,-32.65,91.98,-15.08,0.61,-0.72,0.46
handdriver,-6.71,3.42,-2.44,-0.33,-0.2,1.06
screwdriver,-150.7,421.63,-66.53,-0.11,-0.73,0.16
handdriver,7.2,-45.9,-2.2,-1.26,-0.22,0.26
screwdriver,-49.68,179.5,-62.93,0.5,-1.01,1.27
handdriver,-1.1,-12.82,15.01,-0.93,-0.19,0.68
handdriver,-13.37,321.96,6.1,-0.55,-0.14,0.77
handdriver,1.89,-173.03,31.8,-1.32,0.03,0.38
handdriver,33.81,-325.87,-10.8,-0.43,-0.01,0.85
screwdriver,-0.92,-101.01,5.55,-0.37,-0.85,0.67
screwdriver,-47.91,171.39,-8.18,0.26,-0.9,0.52
handdriver,21.18,-370.73,9.22,-0.43,-0.01,0.71
handdriver,-11.11,15.2,-1.4,-0.47,-0.13,0.88
screwdriver,127.87,-304.44,-26.55,0.66,-0.67,0.23
screwdriver,7.69,-69.7,60.73,-0.03,-1.0,0.45
screwdriver,-22.22,-264.95,10.25,0.09,-1.06,0.38
screwdriver,-37.84,-55.11,34.67,0.48,-0.62,0.15
screwdriver,33.69,-268.62,-11.35,0.52,-0.6,0.51
handdriver,-17.03,83.98,9.58,-0.46,-0.01,0.85
handdriver,-17.33,56.58,2.32,-1.33,-0.17,0.34
handdriver,-0.92,-70.86,-10.68,-0.96,-0.24,0.81
handdriver,14.1,-7.45,9.16,-0.26,-0.03,0.81
handdriver,-11.9,143.07,20.32,-0.58,-0.11,0.73
screwdriver,-53.77,572.2,-46.75,0.52,-1.14,0.77
screwdriver,-33.75,234.8,-11.96,-0.37,-1.03,0.83
screwdriver,-29.6,40.71,-23.38,-0.01,-0.85,0.98
handdriver,11.35,-191.77,-7.63,-0.23,-0.09,0.8
handdriver,-28.5,100.71,4.46,-0.96,-0.2,0.62
screwdriver,-6.71,-15.26,-23.25,0.63,-0.64,0.49
handdriver,17.82,-363.89,-18.92,-0.84,-0.08,0.75
screwdriver,-2.32,-198.91,56.76,-0.4,-0.99,0.33
